Name,Employees,Website,Turnover,Reg Number,EBITDA
Intellisurvey Limited,11,,,11202134,
Voktis Ltd,14,Voktis.com,,11202544,
Lunar Web Development Ltd,8,Lunar.build,,11202954,
Neutrality Managed Services Ltd,34,Neutralityms.com,,11203295,
Wiki Soft Tech Limited,9,Roystonfoxassociates.co.uk,,11204174,
NG Security (UK) Limited,14,Ngsuk.com,,11204446,
Ellipsis Marketing Ltd,8,Getellipsis.com,,11204948,
Arquella Ltd,19,Careproductsdirect.co.uk,,11206238,
Transmit Security UK Ltd,19,,,11207381,
Muse Corporation Limited,13,,,11210261,
Mishin Limited,8,,,11211633,
Growth Agency Ltd,18,,,11211692,
Smartworks Group Ltd,10,Smarthomeworks.co.uk,,11212647,
Dohop UK Limited,8,,,11213913,
Fashion Definitive Ltd,10,Fashiondefinitive.co.uk,,11215184,
The Specialists Hub Ltd,6,Specialistshub.co.uk,,11216287,
Victory Digital Limited,6,Victory.digital,,11217333,
Audiebant Ltd,16,Audiebant.co.uk,,11219331,
Radius Tech Fashion Services Ltd,7,314radius.com,,11219399,
Di Santi Limited,8,Disanticlo.com,,11220043,
Wysa Ltd,9,Wysa.io,"£927,475 ",11220172,"(£513,303)"
Measure Protocol Limited,6,Measureprotocol.com,,11220400,
 Macrofin Limited Macrofin.co.uk,18,Macrofin.co.uk,,11221520,
Hexiosec Limited,12,Infosecconsulting.co.uk,,11223788,
Golive Experts Limited,10,Goliveexperts.com,,11223894,
Wamo Technology Limited,28,Wamo.io,,11232236,
Echiw Limited,7,Echiw.co.uk,,11232303,
Kocycle Limited,29,Kocycle.com,,11232363,
Aulysius Ltd,7,Aulysius.com,,11232939,
Polygeist Ltd,9,Polygei.st,,11234495,
Precursor Security Ltd,10,Precursorsecurity.co.uk,,11234631,
Virtual Internship Partners Ltd,40,Virtualinternships.com,,11234698,
Asun Services Limited,9,,"£11,471,000 ",11235599,"£619,000 "
Trade Toucan Limited,30,Toucanecommerce.com,,11237628,
Induction Healthcare (UK) Limited,47,Inductionhealthcare.com,,11237890,
Stor Holdings Limited,16,Storfund.com,"£6,868,000 ",11240846,"(£1,066,000)"
Aero Commerce Limited,9,Aerocommerce.com,,11241554,
Health Systems Support Limited,9,Healthsystemssupport.co.uk,,11242619,
Netcore Cloud Limited,8,,"£939,016 ",11244516,"£43,012 "
Premier It Solution Limited,7,Premieritsolution.co.uk,,11246998,
Hello Lamp Post Limited,15,Hlp.city,,11249234,
Qbots Energy Ltd,10,Qbots.ai,,11251050,
Mafic Limited,8,Mafic.com,,11253274,
Evari Technologies UK Limited,8,,,11253311,
Prasam It Services Limited,16,Prasamit.com,,11254538,
Hastag It Ltd,7,,,11255075,
The Polygon Loft Ltd,6,Thepolygonloft.com,,11255561,
Cloud2it Ltd,6,Ruraldata.co.uk,,11256191,
G Tech Innovation Limited,13,Gtechinnovation.com,,11256910,
Intelligere Limited,21,Intelligere.ltd,,11257873,
Fluidity Service Limited,14,Fluidity.uk.com,,11259141,
Gillett Limited,7,Gillett.co.uk,,11259154,
Bexprt Ltd,10,Bexprt.com,,11262575,
Tasman Group Limited,16,Siconsult.com,,11264566,
Aarvn It Ltd,7,Aarvnitltd.co.uk,,11265244,
Theimpact.Team Limited,10,,,11265266,
Seatfrog UK Holdings Limited,7,Seatfrog.com,,11265801,
Biztory Ltd,25,Biztory.com,"£5,457,595 ",11266637,"(£451,005)"
Deudraa UK Limited,17,Deudraa.uk,,11268034,
Areteans Technology Solutions UK Ltd,17,,"£3,497,785 ",11268741,"£180,745 "
Wisetek UK Limited,13,,,11269096,
Made Snappy Limited,18,Madesnappy.co.uk,,11270504,
Agxio Limited,10,,,11274633,
Infoserv Systems Ltd,14,Infoserv.ltd,,11275603,
Sisl Infotech (UK) Ltd,8,Sislinfotech.com,"£5,722,319 ",11276956,"£557,634 "
HC Media Group Ltd,6,,,11277587,
Edison365 Limited,26,Cps.co.uk,,11278591,
Theravada Solutions Ltd,14,Theravada.com,,11279466,
Cmsoftech Ltd,8,,,11285059,
Nvoy Technologies Ltd,13,Nvoytechnologies.com,,11288194,
Nevaeh It Limited,6,Nevaehtech.com,,11288909,
Foresight Retail UK Limited,10,Foresightretail.com,,11289479,
Qurk Ltd,8,Kounteq.com,,11291018,
Star Gleam Education Ltd,19,Stargleameducation.com,,11295326,
Vakt Global Limited,29,Vakt.com,"£1,229,000 ",11295972,"(£3,487,000)"
Paperplanes Global Limited,13,Flypaperplanes.co.uk,,11295997,
Intelatech Limited,6,Intelatech.co.uk,,11297358,
Sovinet Solutions Ltd,12,,,11300491,
Datavid Limited,10,Datavid.co.uk,,11303356,
Sigma Rectrix Systems (UK) Limited,10,,,11303954,
Bryce Space And Technology Limited,6,,,11306005,
Wodensoft Ltd,6,Wodensoft.co.uk,,11306022,
Inter Force Trading Ltd,29,,,11306833,
"Human Security UK, Ltd",21,,"£7,311,494 ",11307547,"£385,993 "
Notium Limited,6,Notium.co.uk,,11307867,
Application Data Limited,8,Magnitude.com,,11309279,
Praestantia Technology Limited,10,Praestantiatech.co.uk,,11309482,
Speedinvest Limited,21,,"£5,066,077 ",11310218,"£347,889 "
S3M Technology PVT Limited,8,,,11311171,
Zeppelin Group Ltd,27,Zeppelin-uk.com,"£20,677,000 ",11313260,"(£5,570,000)"
Peopleunboxed Ltd,9,Peopleunboxed.co.uk,,11314151,
Fusion Health Technology Solutions UK Ltd,33,Fusion-cons.com,,11315001,
Educare Learning Centre Ltd,12,Educare11plus.co.uk,,11315234,
Push Digital Ltd,7,Pushdigital.com,,11315941,
Wizarding World Digital Limited,10,Wizardingworld.com,"£2,448,000 ",11317281,"£114,000 "
Birlasoft Solutions Limited,13,,"£12,487,000 ",11317680,"(£486,000)"
Build Circle Ltd,13,Buildcircle.co.uk,,11318103,
Zilliqa Research Pte Limited,13,,,11318368,
Ionize Limited,12,Ionize.co.uk,"£1,489,064 ",11321813,"£73,814 "
Pracyva Ltd,40,,,11322801,
Sansa Solutions Limited,12,Sansasolutions.com,,11323132,
Funraisin Limited,22,,,11323196,
Flexotronix Limited,16,,,11323342,
Fletchers Business Solutions Limited,42,Fletchbiz.co.uk,,11323505,
Iceye Information Solutions UK Ltd,29,,,11323997,
365tribe Ltd,8,365tribe.co.uk,,11325002,
Cherith Group Ltd,10,Cherith.eu,,11325828,
Optimae Consulting Limited,7,Optimaelegal.com,,11326063,
Food Now Ltd,11,Food-now.co.uk,,11327016,
Innwowo Ltd,9,Innwowo.co.uk,,11327174,
St James Exchange Hub Ltd,6,Stjamesxh.com,,11327712,
Intellimorph Limited,7,Intellimorph.ai,,11330075,
Coefficient Systems Ltd,6,,,11331912,
Shearwater Shared Services Limited,9,Theshearwatergroup.co.uk,"£1,545,224 ",11331923,"(£23,487)"
Athlo APP Ltd,9,Pandocivils.com,,11336134,
Maanch Limited,6,Maanch.com,,11336422,
Revitalise It Limited,10,Revitalise.com.au,,11336801,
Modernlogic Solutions Limited,39,Modernlogic.com,,11338923,
Applications Platforms Limited,12,Applications-platform.com,,11339039,
Principle Networks Ltd,25,Principle-networks.com,,11341216,
Salt Group Ltd,7,Thesaltgroup.com,,11344287,
Trade Ledger Limited,21,Tradeledger.com,,11344380,
 Test Evolve Limited Testevolve.com,7,Testevolve.com,,11346418,
Datasparq Limited,55,Altius.co.uk,,11346552,
Radiant Agency Ltd,12,Fullfatcommerce.com,,11347789,
Rahi Systems Limited,11,De.rahisystems.com,,11349062,"(£277,865)"
Cadmore Media Limited,10,Cadmore.media,,11349346,
Kitt Technology Limited,52,Kittoffices.com,"£11,679,000 ",11349572,"(£2,236,000)"
Deekaye Solutions Ltd,6,Dkmoney.co.uk,,11353381,
Fruitlab Media Limited,9,Fruitlab.com,,11354212,
Sayso Medical Ltd,19,,,11355442,
Ecms (Managed Solutions) Limited,9,Eamesconsulting.com,,11356506,
Solution17 Ltd,8,Inventivesearch.co.uk,,11356861,
The Metatech Group Limited,16,Noba.co.uk,,11358458,
Bippit Ltd,22,Bippit.com,,11360377,
BZB It Ltd,14,Bzbit.co.uk,,11360738,
Bind Media Ltd,24,Bindmedia.co.uk,,11364140,
Davis Ground It Services Limited,10,Dgits.co.uk,,11364611,
Siri Consulting Ltd,34,Bpconsulting.co.uk,,11365081,
Neo Technology Limited,17,Neotechnologysolutions.com,,11365841,
Addland Limited,24,Addland.com,,11366090,
Causaly Ltd,72,Causaly.com,,11368328,
ANC Associate Ltd,23,,,11368814,
Ethisys Ltd,19,Ethisys.co.uk,,11371203,
Popx Ltd,25,Popx.co.uk,,11372890,
Endo (UK) Consultancy Ltd,6,Endo.uk.com,,11374546,
Big Blue Media Ltd,10,Mac.com,,11374621,
Biprocsi Ltd,24,Analyticsacademy.com,,11374910,
Parico Limited,25,Parico.co.uk,,11376473,
Dhrithiquest Limited,8,Dhrithiquest.com,,11377020,
Manikanta Solutions Limited,6,,,11378673,
Loopin Saas Ltd,6,Vanguardgsi.com,,11379033,
Mixpanel UK Limited,26,,,11379955,
The Luxury Life Holdings Ltd,6,Livetheluxurylife.co.uk,,11383429,
Penfold Technology Ltd,28,Getpenfold.com,,11385178,
Qargo Tech Ltd,12,,,11390525,
Heveloon Ltd,8,Heveloon.co.uk,,11392765,
Relo-I.T Ltd,15,Reloitltd.com,,11392983,
Smartech Service Limited,9,Smartechservice.co.uk,,11394493,
Al-Said Group Ltd,10,Alsaidgroup.com,,11398190,
Ohso Technical Ltd,8,Ohsoit.co.uk,,11400991,
Proximity Insight Limited,31,Proximityinsight.com,,11401026,
Harry Solutions Limited,6,Harrysolutions.co.uk,,11401887,
Earthly Limited,9,,,11403131,
Moonsift Limited,7,Moonsift.com,,11403224,
Lumenia Consulting UK Ltd,6,Erpheadtohead.com,,11405126,
M-XR Limited,9,M-xr.com,,11405138,
Specificity 55 Ltd,6,,,11406580,
AVC Wise Limited,79,Home.avcwise.co.uk,,11406613,
Remote Coach Ltd,15,Remotecoach.fit,,11408424,
Lucky Beard (UK) Limited,11,,,11409849,
DMRC Technologies Ltd,6,Dmrc.uk,,11412667,
THJ Consulting Ltd,33,Thj-itsourcing.co.uk,,11415141,
It Works Resource Ltd,44,Itworksrec.co.uk,"£22,257,000 ",11416882,"£1,357,000 "
Squidsoup Limited,8,Squidsoup.org,,11419214,
Ainostics Limited,8,Ainostics.com,,11420367,
Forloop Ltd,21,Forloopconsulting.com,,11420916,
RND It Services And Solutions Limited,8,,,11422405,
Arkus Consulting Limited,7,Arkusconsulting.com,,11422856,
Smarter Contracts Ltd,7,Smartercontracts.co.uk,,11423544,
Enterprise Rpa Limited,9,Enterpriserpa.co.uk,,11423723,
Ecosio Ltd,11,Ecosio.com,,11423806,
Full Clarity Ltd,6,Fullclarity.co.uk,,11425302,
Intelligent Storm Solutions Limited,11,Istormsolutions.co.uk,,11425744,
Ace Of Tech Ltd,27,Ace-services.uk,,11425877,
Jura Pentium Limited,10,,"£2,983,163 ",11429899,"£487,338 "
Cpi Card Group International Ltd,9,,,11434719,
Purify Technology Ltd,9,Purify-tech.co.uk,,11434846,
Arbitrate Ltd,18,Bridgetechgroup.co.uk,,11435451,
Meterian Ltd,7,Meterian.io,,11439878,
Itechresources Ltd,13,Itechresources.pk,,11440398,
Taxi 08 Centre Ltd,10,,,11441070,
Fuel50 UK Ltd,7,10eighty.co.uk,,11441367,
Searce Limited,12,Searce.com,,11441867,
Foodservice Online Limited,6,Foodserviceonline.co.uk,,11443189,
Impress The Examiner Ltd,8,Impresstheexaminer.com,,11444130,
Shield Reply Limited,7,Reply.com,"£991,569 ",11444268,"(£424,369)"
Core Team One Ltd,14,Coreteamone.com,,11445749,
Integrity Project Solutions Limited,29,Ipsllc.ae,,11446529,
Factor 50 Ltd,10,Factor-50.co.uk,,11447500,
Landclan Limited,12,,,11448521,
Technoivity Limited,6,Technoivity.com,,11448709,
Digital Travel Marketing Group Limited,9,Iprogress.co.uk,,11448790,
Robust Technology Limited,6,En.robust-technology.com,,11448934,
Amari Group Limited,82,Simpson-associates.co.uk,"£10,889,000 ",11452183,"£1,623,000 "
Recognyte Ltd,12,,,11452961,
Cledara Limited,50,Cledara.com,"£4,628,000 ",11455373,"(£5,951,000)"
Gridserve Technologies Ltd,10,Silverpowersystems.com,,11456382,
APPS Business It Solutions UK Ltd,7,,,11456968,
Cognitive.Business Ltd,12,Cognitive.business,,11457650,
My Wishes Limited,11,Mywishesare.com.au,,11460680,
Luxon Payments Ltd,7,Luxonpay.com,"£2,783,000 ",11462356,"£1,952,000 "
What Matters Now Limited,9,Whatmattersnow.org,,11464829,
Jaam Automation Ltd,8,Jaamautomation.com,"£2,174,266 ",11465546,"£363,123 "
Caddo Limited,28,Caddo.com,,11468609,
Eliq Limited,7,Eliq.io,"£730,973 ",11475289,"£36,313 "
Origin Growth Limited,8,Origingrowth.co.uk,,11475953,
Tranquil Fabrication Technologies Ltd,6,,,11476189,
Aretiico Ltd,6,Aretiico.com,,11477504,
C & J Marketing Limited,10,Cjmarketing.com,,11478023,
Greatit Co Limited,13,,,11478360,
Derisk360 Ltd,26,Derisk360.com,,11479866,
 Octopus Deploy Ltd Octopus.com,27,Octopus.com,,11480295,
Community Coding Club Limited,15,Communitycodingclub.org.uk,,11482771,
H3o Business Technologies Limited,8,H3o.biz,,11482807,
Fortitude Nicsa Global Limited,12,Fortitude-nicsa.com,,11483037,
Converse360 Limited,8,Converse360.co.uk,,11483711,
Dynamic Visual Technologies Limited,8,Dvt.co.za,,11483783,
Amnu It Solutions Ltd,6,,,11484123,
Ansol Limited,8,,,11485434,
Windward Marine Risk (UK) Ltd,20,Cotaplan.co.uk,,11491578,
Feraru Dynamics Limited,6,Ferarudynamics.co.uk,,11493910,
Klere Limited,7,Klere.uk,,11495061,
Armaya Ltd,11,,"£6,523,780 ",11495305,"£31,689 "
Telsa UK Ltd,6,Teslauk.com,,11496493,
"Fusion Risk Management UK, Ltd",31,Fusionrm.com,,11496765,
Ar Infosys Limited,9,,,11497222,
Crystal Clarity Ltd,11,Chrystaluk.com,,11497589,
Bje Enterprises Ltd,22,,,11499412,
Cloud Bridge Technologies Limited,48,Cloud-bridge.co.uk,,11499425,
Osiris Technologies Ltd,24,,,11500342,
Search Engine Guru Ltd,9,Searchengineguru.co.uk,,11500376,
Skyloop Digital Ltd,6,L4ebill.com,,11501030,
West Country Tech Ltd,8,Westcountrytech.co.uk,,11501315,
Massive Rocket Limited,16,Massiverocket.com,,11504911,
Marcloud Limited,27,Marcloudconsulting.com,,11505110,
Eequ Ltd,8,,,11506483,
Life Moments Limited,12,Life-moments.co.uk,,11509188,
Techconsultant Services Ltd,14,,,11509243,
Aruvr Limited,6,Vrtuoso.io,,11512819,
Access Control People Ltd,6,Acpeople.co.uk,,11513824,
Cloudscaler Limited,20,Digitaldimensions.com,,11515460,
Motiv Finance Limited,9,Carbonfinance.co.uk,,11517060,
Burman Recruitment Limited,27,Burmanrecruitment.com,,11517281,
The Collecting Group Ltd,47,Collectingcars.com,,11518704,
By Gamers For Gamers Ltd,37,Janeious.com,,11520792,
Weston Analytics Limited,13,Munnellys.com,,11521776,
ON247 Ltd,6,On247.co.uk,,11524757,
Farntech Ventures Ltd,20,Tranzfar.com,,11525207,
SS & KS Consulting Ltd,6,,,11525347,
Excellencium Limited,6,,,11526646,
Open Policy Ltd,13,Research-consulting.com,,11529745,
Dataseat Ltd,17,Ama.uk.com,"£34,434,000 ",11530895,"£4,873,000 "
Symple Tech Ltd,7,,,11531615,
Serviceware Se UK Limited,9,Serviceware-se.com,,11531641,
Wellknown Learning Limited,7,Digitallearningdesign.co.uk,,11534694,
Abtrace Limited,23,Abtrace.co,,11535661,
Cybaverse Ltd,22,Olsconsulting.co.uk,,11537535,
Art Hospitality Group Limited,10,Aruleoftum.com,,11540613,
Conundrum Industrial Limited,6,Conundrum.ai,,11540644,
Bridge Event Technologies Limited,36,Binumipro.com,,11540817,
Maple Technology Limited,6,Mapletech.co.uk,,11542820,
Thephonefixers Ltd,6,,,11543908,
Fortay Connect Ltd,7,Fortayconnect.com,,11543940,
Alisco It Limited,6,Alisco-it.com,,11543984,
Rap Tech Studios Ltd,8,,,11545298,
Nosy Consultancy Ltd,8,Nosydesign.co.uk,,11546675,
Asset Insights Limited,17,Assetinsights.co.uk,,11550284,
MTN Distribution And Services Ltd,10,Mtn-fireandsecurity.co.uk,,11550634,
Wildcat Digital Ltd,20,Wildcatdigital.co.uk,,11551790,
AMR Cybersecurity Ltd,15,Amrcybersecurity.com,,11551941,
Lucky7 Ventures Limited,58,,"£5,802,621 ",11553442,"£678,567 "
Sand Tech Ai (UK) Ltd,11,Sandtech.com,,11554357,
Chandrawar It Technologies PVT Ltd,9,,,11555003,
Maple Networks Limited,16,Maplenetworks.co.uk,,11555611,
PTF Consultancy Services Ltd,8,,,11559978,
Elitebox Limited,8,,,11561802,
Bringg UK Limited,17,Zenkraft.com,,11563258,
Nub News Limited,24,Bridgwater.nub.news,,11563309,
Cyber Tec Security Ltd,9,Cybertecsecurity.com,,11564199,
Coravant Limited,7,Coravant.co.uk,,11565030,
Fortude Pte Limited,13,Fortude.co,,11568517,
Nu Quantum Ltd,46,Nu-quantum.com,,11568868,
Hay Technology Limited,20,,,11570837,"(£5,311,000)"
Finmechanics UK Limited,6,Finmechanics.com,,11571802,
Magic42 Limited,17,Magic42.co.uk,,11572347,
Code Experts Ltd,7,Code-desk.com,,11572917,
Tadaweb UK Limited,18,Tadaweb.com,,11574511,
Travel Curious Ltd,7,Travelcurious.net,,11574959,
Hanley Payments Ltd,10,,,11575233,
Stellar Omada Ltd,90,Stellaruk.co.uk,"£14,884,000 ",11577529,"£136,000 "
Foresight Data Machines Ltd,10,Foresightdatamachines.com,,11579206,
Aire Intelligent Technologies Limited,7,,,11581017,
Selteq Ltd,7,Selteq.net,,11586292,
Vivid Computing Solutions Ltd,6,,,11589224,
Safeenviro Ltd,18,Safeenviro.co.uk,,11594808,
Delivrme Limited,6,,,11598420,
Etra Ventures Ltd,7,,,11598533,
Cloud Services Team Ltd,8,,,11600840,
Synalogik Innovative Solutions Limited,42,Synalogik.com,,11601168,
Privasee Group Ltd,6,Privasee.io,,11605442,
Agora Digital Markets Ltd,24,Agoradcm.com,"£370,000 ",11607002,"(£4,874,000)"
G10X PVT Limited,9,,,11607796,
Weaver Labs Limited,9,Weaver-labs.com,,11607998,
Fusion Telecom Ltd,7,Performancetelecom.co.uk,,11608562,
Kayenta Ltd,23,Kayenta.io,,11609671,
Nymi UK Limited,6,,,11609752,
SK Cloud Technologies And Consulting Ltd,7,Sktechsolutions.co.uk,,11613633,
Bex Money Limited,9,Gekoengineering.com,,11614625,
Nova It Support Limited,7,Novatm.co.uk,,11616249,
Luna Labs Limited,15,Ironsrc.com,"£1,479,000 ",11617484,"(£3,900,000)"
Cloud I Tech Solutions Ltd,6,Cloudtechsolution.co.uk,,11617820,
 Celon Group Limited Firstforcloud.com,17,Firstforcloud.com,,11617884,
Avaso Technology Solutions Ltd,25,Avasotech.com,,11619516,
Fea Card Limited,11,Getbits.app,,11620703,
Ori Industries 1 Limited,18,,,11622392,
Predictiva Ltd,8,Predictiva.co.uk,,11623663,
Payfit Ltd,45,,"£3,486,000 ",11623900,"(£1,915,000)"
The Algorithm People Limited,18,Thealgorithmpeople.co.uk,,11625074,
AHL Holdings 1 Limited,16,Pengower.co.uk,,11630120,"(£1,896,000)"
Chelsea Digital Ventures Limited,17,Chelseafc.com,"£77,000 ",11630296,"(£10,893,000)"
Winspire Ltd,13,Winspireit.co.uk,,11630411,
Cyber Vigilance Ltd,7,Cybervigilance.uk,,11630666,
Genisys Technology Solutions Limited,6,Genisystech.co.uk,,11630941,
Pod Digital Marketing Two Limited,26,Poddigital.co.uk,,11633823,
Custodiex Ltd,6,Custodiex.com,,11634033,
Mlabs Ltd,7,,,11634148,
Movinghub Limited,9,Movinghub.co.nz,,11634183,
Kani Payments Limited,29,Kanipayments.com,,11634828,
"Openexchange, INC. Limited",31,Openexc.com,,11638583,
KJL Document Solutions Limited,8,Kjldocumentsolutions.co.uk,,11639570,
QMR Consultants Ltd,10,,,11640787,
Aware Digital Ltd,15,Awaredigital.co.uk,,11640896,
Alohomora Limited,26,Alohomora.org,,11644547,
Cinetek Rentals Limited,12,Tahercinetek.com,,11644653,
Digital Lab Consulting Ltd,18,Dlc.io,,11644739,
Coinshares Capital Markets (UK) Limited,40,Coinshares.com,"£12,391,000 ",11646039,"£2,813,000 "
Lobaso Limited,12,,"£793,488 ",11650127,"(£1,200,925)"
Squire Europe Limited,7,,,11650778,
DKR It Consulting UK Limited,8,Dkrit.co.uk,,11651099,
Turntabl Ltd,8,Turntabl.io,,11653705,
Broadstones Solutions Ltd,6,Broadstones.tech,,11656069,
Syedtech & Consultancy Ltd,6,Syedtechconsultancy.com,,11657092,
Paycode Ltd,22,Paycode.com,"£527,897 ",11658169,"(£1,496,153)"
Pathfindr Limited,17,Themission.co.uk,,11663771,
Sumo Optimus Ltd,63,Sumooptimus.com,,11664450,
Colaunch Limited,14,Ghlaunch.com,,11665000,
Quadcorps Limited,10,Quadcorps.co.uk,,11665408,
Krispyhouse Ltd,6,,,11665458,
Ciknow Limited,8,,,11665558,
Staffbase UK Ltd,42,Staffbase.com,,11666265,
Enoc Technologies Limited,6,Wcgplc.co.uk,"£608,000 ",11668215,"£129,000 "
Engage Health Systems Limited,17,Engagehealth.uk,,11668237,
Honest Tech Group Ltd,9,Dorset.tech,,11668962,
Vesti.Ai Ltd,6,Vesti.ai,,11669141,
Focal Business Solutions Limited,7,Focalsolutionsllc.com,,11669459,
Prime Food Distribution Ltd,34,Bisolutions.net,,11671004,
Teamed Ltd,9,Monergie.com,,11671583,
Freyda Limited,6,Freyda.io,,11672891,
Brew Digital Limited,20,Brewdigital.com,,11673909,
Qube It Consulting Ltd,16,,,11674272,
Engaging Data Limited,9,Engagingdata.co.uk,,11675302,
Red Rock Communications Ltd,9,Redrockcomm.com,,11675668,
Valve Space Ltd,10,Valuevalves.com,,11676816,
427 Marketing Limited,7,427marketing.co.uk,,11677047,
Pixel Fridge Ltd,11,Pixelfridge.digital,,11677436,
Festival Pro Ltd,7,Festivalpro.co.uk,,11678635,
Tekntrash INC Ltd,8,,,11681259,
Endpointx Limited,9,Endpointx.com,,11685940,
Power 365 Solutions Ltd,15,Power365solutions.co.uk,,11686187,
Digitech World UK Ltd,9,,,11687755,
Icotech Group Ltd,12,Icotechservices.co.uk,,11687951,
Spaulding Ridge Advisory UK Limited,28,Spauldingridge.com,,11694369,
Taskial Solutions Limited,10,,,11695330,
One Plan Limited,29,1plan.co.nz,,11695518,
Future As A Service Ltd,47,Futureservicesinc.com,,11696108,
Cash South Limited,6,,,11697903,
V Square It Solutions Ltd,11,,,11698023,
Vatix Limited,9,Vatix.com,,11698437,
Safety Shield Global Limited,43,Safetyshieldglobal.com,,11699195,
Social Machines Limited,11,Socialmachines.co.uk,,11699976,
Exosec Limited,6,,,11700006,
Checkpoint GG Limited,39,,,11701417,
Data Compliance And Integrity Ltd,6,Wealth-dci.com,,11702605,
Next Thing Education Camps Ltd,35,Nextthing.education,,11703354,
Adjsoft Limited,10,,,11705559,
Releaseworks Ltd,10,Releaseworks.co.nz,,11706057,
Greyparrot.Ai Ltd,40,Greyparrot.ai,,11706258,
Cyber Chain Alliance Ltd,12,Cyberchainalliance.com,,11706569,
Applications Assist Limited,16,,,11706868,
Vigil8 Partners Limited,7,Vigil8.com,,11707677,
Vera Global Solutions Ltd,12,,,11715910,
The Onto Group Ltd,20,Theontogroup.com,,11716797,
Technology Consultancy Limited,17,Purpleconsultancy.com,,11717010,
Icon Group Ltd,10,,,11722507,
Behaviourlab Limited,16,,,11722806,
Outrank Limited,25,Outrank.co.uk,,11723162,
Visualise Info Ltd,8,,,11723865,
Cogito Group Ltd,6,,,11724202,
Level Financial Technology Limited,12,Levelft.com,,11724572,
Brazier Projects Ltd,8,Brazier.co.nz,,11725121,
Dragonfly Holdings Ltd,50,Wearedragonfly.co,,11725787,
Apexe3 Limited,8,Apexe3.com,,11725868,
KH Digital Ltd,8,Khwebsolutions.co.uk,,11726491,
Cynet Security UK Ltd,44,,,11726772,
Ardens-Q Limited,45,Qmasters.co.uk,,11730328,
Deutsche Spedition Ltd,8,Harkerscompanies.co.uk,"£1,296,755 ",11731002,"£290,416 "
Exceed Marketing Ltd,7,Exceedonline.co.uk,,11732764,
Twinstream Limited,47,Twinstream.com,,11733006,
Golden Data Limited,7,Goldendata.co.uk,,11733841,
Booma Media Limited,7,Boomaunited.com,,11733916,
Avail Ai Ltd,15,Avail.ai,,11735027,
 MDX Holdings Limited Mdxtechnology.com,7,Mdxtechnology.com,,11736370,
Secure Schools Ltd,18,Secure.school,,11737049,
Saglobal Software Ltd,10,Saglobal.com,,11737671,
Get The Lowdown Ltd,6,Theldown.com,,11739412,
Coltech Recruitment Ltd,12,Coltech.io,,11743993,
Connect Hut Ltd,12,Snaphost.com,"£4,328,490 ",11744820,"£898,306 "
Xerini Limited,8,Xerini.co.uk,,11744892,
Prime Horizon Group Ltd,40,Primehorizongroup.com,,11745683,
Inspirext Consulting Ltd,32,Inspirext.com,,11748693,
Futureplus Technologies Limited,9,Future-plus.co.uk,,11751567,
Teamwill Consulting UK Limited,14,,,11752945,
Tekguys Limited,6,Thanegroup.com.au,,11754702,
Fix An Phone Ltd,6,Onsitephonefix.co.nz,,11756022,
Blackdice Cyber Limited,13,Blackdice.io,,11757714,
Vantage 365 Limited,11,Vantage365.co.uk,,11758769,
Blockapt Limited,8,Blockapt.com,,11759911,
Xploro Limited,15,Xploro.health,,11761110,
Pcscuk Ltd,37,Pcscuk.com,,11761435,
Aqua Security Software UK Ltd,39,,"£7,949,920 ",11762376,"£196,062 "
Fuzzy Labs Limited,12,,,11762819,
Interbuys Group Limited,6,,,11763219,
Teller INC (UK) Ltd,6,,,11764089,
Bookinglab Limited,13,Bookinglab.co.uk,,11764238,
Solent Way Computers Ltd,6,Solentwaycomputers.co.uk,,11765039,
360learning UK Ltd,23,,,11768012,
The H2 Company (UK) Ltd,9,H2bc.co.uk,,11770337,
Goaudits Limited,10,Goaudits.com,,11771270,
Businessmovers.Tech Limited,9,Businessmovers.tech,,11773291,
Maven Systems Limited,9,Mavensystems.com,,11777815,
Cortida Limited,8,Cortida.com,,11778751,
Transax Networks Ltd,25,Indiantiffinrestaurant.co.uk,"£75,869,000 ",11780954,"£99,000 "
Austin Elliot Consultancy Ltd,24,Austinelliotconsultancy.co.uk,,11784166,
Inno Infotech Limited,8,Innoinfotech.co.uk,,11785197,
Solution 53 Ltd,11,,,11785417,
Velez Managed Services Ltd,8,Velezmanagedservices.com,,11785688,
OLD Gold Technologies Limited,10,Wigtechnologies.com,,11787081,
Equias Limited,11,Equias.org,,11787263,
Cetbix Ltd,9,Cetbix.com,,11787688,
TelefÃ“nica Tech UK Data & Ai MS Limited,16,Adatis.co.uk,"£3,183,360 ",11790925,"£489,558 "
Future Cloud Accounting Limited,7,Future-cloud.co.uk,,11792107,
Ecommerce Intelligence Ltd,9,Christurtonecommerce.com,,11792534,
Greater London South West Limited,23,Mobiquest.net,,11794273,
Talent And Careers Development Ltd,9,,,11795190,
Sociability Ventures Ltd,21,,,11796473,
Neox Limited,6,,,11796657,
Aim Reply Limited,7,Reply.com,"£858,798 ",11797212,"(£226,185)"
Usnoop Limited,47,Snoop.app,"£2,747,000 ",11797870,"(£7,237,000)"
Rijyos Technovations Ltd,8,Rijyostechnovations.com,,11799092,
Bounce Together Ltd,7,Bouncetogether.co.uk,,11799491,
Oneid Limited,31,Digiidnet.co.uk,,11800511,
Eirenox Limited,9,,,11803100,
Bringo Group Ltd,8,Bringogroup.com,,11803297,
Godefend Limited,12,Meliuscyber.com,,11803541,
